"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.RES:WEO(9.0.0)","VUT.PCPIPCH.A","OBS_VALUE","Vanuatu","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.230","0.926","2.813","3.556","1.999","2.538","3.578","1.964","3.016","1.419","1.199","2.041","3.935","4.842","4.297","2.763","0.874","1.347","1.459","0.799","2.483","0.842","3.067","2.381","2.713","5.346","2.343","6.679","11.183"
"IMF.RES:WEO(9.0.0)","AZE.NID_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Gross capital formation, Percent of GDP","Annual","Units","23.779","29.003","31.428","34.665","26.495","20.674","20.677","34.576","53.170","57.990","41.535","29.859","21.525","18.694","18.949","18.060","20.268","22.317","25.658","27.510","27.914","25.682","24.379","20.129","20.308","23.666","17.079","12.004","17.743"
"IMF.RES:WEO(9.0.0)","ARM.GGX_NGDP.A","OBS_VALUE","Armenia, Republic of","Expenditure, General government, Percent of GDP","Annual","Units","","","","","","","","","","","19.871","20.000","22.420","22.236","28.553","26.201","24.964","22.415","23.797","23.991","26.331","27.048","26.027","24.050","24.902","30.648","28.667","26.379","26.874"
"IMF.RES:WEO(9.0.0)","AZE.BCA_NGDPD.A","OBS_VALUE","Azerbaijan, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-13.165","-25.894","-21.214","-31.883","-13.090","-3.539","-0.945","-12.329","-27.772","-29.824","1.264","17.670","27.288","33.680","22.965","28.425","25.998","21.406","16.609","13.864","-0.420","-3.604","4.071","12.844","9.061","-0.533","15.124","29.792","11.500"
"IMF.RES:WEO(9.0.0)","ARM.GGR_NGDP.A","OBS_VALUE","Armenia, Republic of","Revenue, General government, Percent of GDP","Annual","Units","17.837","15.410","15.751","17.146","19.334","16.494","17.046","16.744","15.217","15.457","17.895","18.050","20.085","20.479","20.867","21.221","22.090","20.921","22.204","22.048","21.494","21.416","21.242","22.298","23.925","25.246","24.083","24.268","24.855"
"IMF.RES:WEO(9.0.0)","BLR.GGXWDG_NGDP.A","OBS_VALUE","Belarus, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","9.223","8.115","12.274","15.813","20.295","32.547","36.805","58.223","36.946","36.859","38.791","53.007","53.482","53.160","47.515","40.999","47.493","41.182","40.844","40.724"
"IMF.RES:WEO(9.0.0)","AZE.TX_RPCH.A","OBS_VALUE","Azerbaijan, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","-4.081","-5.705","29.821","22.592","-4.652","5.839","32.410","10.475","-0.627","7.691","42.315","40.491","45.862","6.781","8.485","-2.331","0.330","-1.116","-1.696","-2.265","9.337","1.965","-6.602","1.261","2.542","-9.371","3.585","35.786","-11.054"
"IMF.RES:WEO(9.0.0)","ARM.BCA_NGDPD.A","OBS_VALUE","Armenia, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-16.972","-18.202","-19.315","-21.992","-16.937","-15.781","-10.440","-6.219","-6.181","-2.204","-2.529","-2.395","-7.357","-14.225","-16.484","-13.622","-10.440","-9.962","-7.297","-7.750","-2.662","-0.957","-1.261","-7.228","-7.057","-3.998","-3.396","0.738","-2.770"
"IMF.RES:WEO(9.0.0)","FSM.NGDP_RPCH.A","OBS_VALUE","Micronesia, Federated States of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","","-3.350","-6.249","2.923","1.113","4.306","2.094","0.260","1.551","-3.223","2.378","-0.271","-1.728","-2.601","1.069","2.044","3.775","-1.670","-3.661","-2.587","4.509","0.985","2.256","0.494","3.363","-1.976","3.100","-2.906","0.482"
"IMF.RES:WEO(9.0.0)","MHL.GGXCNL_NGDP.A","OBS_VALUE","Marshall Islands, Republic of the","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","7.908","13.534","9.007","7.836","7.832","5.120","10.543","-1.598","-22.283","0.235","0.266","3.684","1.512","3.513","2.133","-0.762","-0.231","3.195","2.812","3.876","4.376","2.553","-1.804","2.539","0.181","0.681","1.141"
"IMF.RES:WEO(9.0.0)","MHL.GGR_NGDP.A","OBS_VALUE","Marshall Islands, Republic of the","Revenue, General government, Percent of GDP","Annual","Units","","","62.870","64.047","57.722","64.356","66.650","60.303","63.449","52.931","63.053","61.415","67.515","67.965","64.569","62.734","58.048","52.450","54.774","52.398","59.107","60.628","68.080","63.003","63.707","70.343","69.976","68.410","69.523"
"IMF.RES:WEO(9.0.0)","FSM.GGXWDG_NGDP.A","OBS_VALUE","Micronesia, Federated States of","Gross debt, General government, Percent of GDP","Annual","Units","53.912","43.393","47.173","42.134","35.874","27.144","23.784","24.304","24.930","25.739","25.004","25.404","26.037","29.174","31.124","29.369","28.599","27.291","27.941","28.370","25.969","24.573","23.923","21.041","19.744","21.480","16.956","15.074","12.863"
"IMF.RES:WEO(9.0.0)","TUV.GGXWDG_NGDP.A","OBS_VALUE","Tuvalu","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","37.395","37.481","32.387","19.751","20.558","21.051","19.091","19.268","17.784","16.382","14.365","11.485","12.047","11.820","11.608","12.098","11.301","6.329","6.669"
"IMF.RES:WEO(9.0.0)","MHL.TX_RPCH.A","OBS_VALUE","Marshall Islands, Republic of the","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","","-8.161","14.739","8.811","-11.584","23.350","-0.578","14.127","1.749","-6.470","-1.065","-28.217","-0.704","-6.808","15.229","24.105","30.281","12.712","-2.062","0.030","5.007","-1.878","6.050","-2.394","0.940","5.115","19.037","-23.450","3.825"
"IMF.RES:WEO(9.0.0)","TUV.GGR_NGDP.A","OBS_VALUE","Tuvalu","Revenue, General government, Percent of GDP","Annual","Units","","","","","","","","","","70.510","69.338","61.703","69.975","68.613","86.468","70.577","68.408","86.425","106.246","100.050","131.659","147.069","108.542","155.895","112.518","133.223","100.529","100.724","154.115"
"IMF.RES:WEO(9.0.0)","FSM.BCA_NGDPD.A","OBS_VALUE","Micronesia, Federated States of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-9.164","-19.142","-31.124","-25.161","-21.055","-14.708","-17.534","-10.155","-6.052","-18.764","-10.231","-15.739","-10.847","-19.074","-21.404","-17.863","-19.447","-13.703","-10.050","6.168","4.516","7.268","10.449","21.438","16.098","-5.802","2.257","8.918","3.869"
"IMF.RES:WEO(9.0.0)","FSM.PCPIPCH.A","OBS_VALUE","Micronesia, Federated States of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","","2.796","2.667","1.633","1.919","1.839","1.317","-0.159","-0.245","1.745","4.087","4.396","3.639","6.572","8.154","3.618","3.851","6.302","2.138","0.724","0.034","-0.916","0.098","1.040","2.209","0.964","1.772","5.020","6.210"
"IMF.RES:WEO(9.0.0)","MHL.GGX_NGDP.A","OBS_VALUE","Marshall Islands, Republic of the","Expenditure, General government, Percent of GDP","Annual","Units","","","54.962","50.513","48.715","56.520","58.818","55.183","52.906","54.529","85.336","61.180","67.249","64.281","63.057","59.222","55.915","53.212","55.005","49.203","56.295","56.752","63.704","60.451","65.511","67.804","69.795","67.728","68.382"
"IMF.RES:WEO(9.0.0)","TON.PCPIPCH.A","OBS_VALUE","Tonga","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","-0.480","2.674","0.568","2.868","3.922","4.932","7.252","9.988","10.669","11.759","9.982","7.246","5.040","9.616","5.481","1.674","6.020","3.285","0.675","2.286","0.054","-0.621","7.201","6.093","4.146","0.240","0.588","6.550","12.554"
"IMF.RES:WEO(9.0.0)","TON.NGDP_RPCH.A","OBS_VALUE","Tonga","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","7.930","0.090","-0.636","2.306","2.296","3.766","1.460","4.495","0.056","-1.885","-0.416","-2.194","-2.500","4.750","-5.199","0.803","6.818","2.377","-1.122","1.991","1.114","6.599","3.202","0.688","-0.208","1.783","0.363","-2.310","2.084"
"IMF.RES:WEO(9.0.0)","TUV.BCA_NGDPD.A","OBS_VALUE","Tuvalu","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","","","","","53.620","23.308","-61.176","-18.339","-7.985","28.002","-16.171","-25.890","-69.536","-60.773","-84.749","-67.021","2.835","-0.481","-33.651","29.876","1.691","59.271","-16.545","16.227","29.818","-0.271","39.982"
"IMF.RES:WEO(9.0.0)","TUV.GGX_NGDP.A","OBS_VALUE","Tuvalu","Expenditure, General government, Percent of GDP","Annual","Units","","","","","","","","","","74.106","82.116","98.519","88.567","85.838","99.975","93.928","77.210","76.845","80.202","96.790","116.943","119.601","106.447","125.607","113.590","119.534","113.813","115.319","138.774"
"IMF.RES:WEO(9.0.0)","TUV.PCPIPCH.A","OBS_VALUE","Tuvalu","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","","","","","","","1.531","5.051","2.914","2.369","3.221","4.190","2.285","10.443","-0.283","-1.853","0.500","1.415","2.020","1.124","3.140","3.492","4.087","2.160","3.492","1.570","6.687","12.184","7.172"
"IMF.RES:WEO(9.0.0)","MHL.GGXWDG_NGDP.A","OBS_VALUE","Marshall Islands, Republic of the","Gross debt, General government, Percent of GDP","Annual","Units","","","8.730","18.148","26.054","27.294","32.711","37.165","43.713","46.795","45.753","44.355","42.227","44.060","41.197","38.830","35.918","37.556","33.353","34.943","33.875","29.214","26.532","24.687","25.127","21.669","20.056","19.808","18.216"
"IMF.RES:WEO(9.0.0)","FSM.GGXCNL_NGDP.A","OBS_VALUE","Micronesia, Federated States of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.451","2.337","2.621","-3.269","-5.175","-3.485","-5.463","7.205","2.618","-15.552","-5.631","-5.445","-3.548","-1.553","1.881","0.465","-0.580","0.895","2.894","11.232","10.482","7.370","14.477","24.676","19.539","6.423","4.443","17.430","9.453"
"IMF.RES:WEO(9.0.0)","TUV.GGXCNL_NGDP.A","OBS_VALUE","Tuvalu","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","-3.595","-12.779","-36.815","-18.593","-17.225","-13.506","-23.350","-8.802","9.580","26.044","3.261","14.715","27.467","2.095","30.288","-1.072","13.690","-13.283","-14.596","15.341"
"IMF.RES:WEO(9.0.0)","MHL.BCA_NGDPD.A","OBS_VALUE","Marshall Islands, Republic of the","Current account balance (credit less debit), Percent of GDP","Annual","Units","","","-12.271","-11.173","-12.167","-13.268","-4.811","5.939","-0.722","3.543","6.255","-2.907","2.280","1.006","-11.829","-18.107","-0.621","-4.085","-8.997","-0.484","11.415","9.919","-0.907","-2.030","-31.172","14.907","22.695","10.047","16.819"
"IMF.RES:WEO(9.0.0)","MHL.NGDP_RPCH.A","OBS_VALUE","Marshall Islands, Republic of the","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","","","","-0.641","-1.312","2.653","7.144","3.535","-1.612","-0.684","1.789","0.185","3.680","-7.578","3.653","5.559","-0.502","-1.279","3.788","-1.285","1.890","2.523","3.563","5.484","10.469","-2.777","1.197","-1.096","-3.990"
"IMF.RES:WEO(9.0.0)","ALB.NGDP_RPCH.A","OBS_VALUE","Albania","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","8.900","9.100","-10.924","8.829","12.891","6.946","8.293","4.537","5.529","5.515","5.526","5.903","5.983","7.500","3.354","3.707","2.545","1.418","1.002","1.774","2.228","3.909","3.283","3.671","2.063","-3.314","8.970","4.827","4.015"
"IMF.RES:WEO(9.0.0)","ALB.GGXCNL_NGDP.A","OBS_VALUE","Albania","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","-11.902","-9.926","-8.841","-7.772","-6.837","-6.212","-5.006","-5.163","-3.458","-3.263","-3.179","-4.884","-6.586","-3.520","-3.516","-3.441","-5.215","-5.458","-4.318","-1.498","-1.406","-1.597","-1.921","-6.665","-4.571","-3.639","-1.319"
"IMF.RES:WEO(9.0.0)","KAZ.GGXWDG_NGDP.A","OBS_VALUE","Kazakhstan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","17.592","14.962","11.392","8.104","6.677","4.092","6.766","10.227","10.683","10.161","12.125","12.603","14.496","21.882","19.677","19.869","20.259","19.944","26.357","25.100","23.524","22.982"
"IMF.RES:WEO(9.0.0)","KAZ.NID_NGDP.A","OBS_VALUE","Kazakhstan, Republic of","Gross capital formation, Percent of GDP","Annual","Units","23.319","16.147","15.599","15.804","17.776","18.139","26.876","27.288","25.704","26.311","30.970","33.901","35.527","27.506","29.415","25.374","22.998","25.230","24.570","25.790","27.908","27.828","26.352","25.258","27.628","28.807","26.533","24.976","28.122"
"IMF.RES:WEO(9.0.0)","GEO.NGDP_RPCH.A","OBS_VALUE","Georgia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.600","10.500","10.327","3.020","2.898","1.865","4.769","5.487","11.228","5.796","9.588","9.420","12.579","2.419","-3.651","6.942","7.949","6.579","5.134","4.091","3.351","3.450","5.161","6.062","5.380","-6.291","10.644","10.960","7.832"
"IMF.RES:WEO(9.0.0)","GEO.GGX_NGDP.A","OBS_VALUE","Georgia","Expenditure, General government, Percent of GDP","Annual","Units","15.652","18.404","21.413","18.743","19.679","16.917","16.822","15.985","16.083","18.853","21.608","22.657","27.651","31.774","34.835","30.963","27.132","27.734","26.597","27.515","26.992","27.816","27.210","26.722","28.671","34.107","31.189","28.507","29.683"
"IMF.RES:WEO(9.0.0)","BLR.PCPIPCH.A","OBS_VALUE","Belarus, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","709.297","52.688","63.820","73.018","293.733","168.601","61.133","42.568","28.398","18.094","10.336","6.992","8.429","14.828","12.950","7.743","53.228","59.218","18.303","18.107","13.523","11.829","6.032","4.867","5.600","5.536","9.453","15.239","5.017"
"IMF.RES:WEO(9.0.0)","GEO.GGR_NGDP.A","OBS_VALUE","Georgia","Revenue, General government, Percent of GDP","Annual","Units","10.764","12.493","14.780","14.780","14.976","14.997","16.115","15.798","15.535","22.444","23.753","25.941","28.460","29.852","28.471","26.486","26.324","27.024","25.349","25.736","25.829","26.326","26.758","25.920","26.846","24.949","25.217","26.309","27.354"
"IMF.RES:WEO(9.0.0)","KAZ.LUR.A","OBS_VALUE","Kazakhstan, Republic of","Unemployment rate","Annual","Units","10.983","12.959","13.008","13.116","13.465","12.753","10.475","9.350","8.800","8.375","8.100","7.750","7.275","6.625","6.525","5.775","5.400","5.300","5.250","5.075","4.975","4.975","4.900","4.850","4.800","4.925","4.900","4.875","4.725"
"IMF.RES:WEO(9.0.0)","GEO.TM_RPCH.A","OBS_VALUE","Georgia","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","0.142","19.295","62.644","21.585","-1.012","-8.847","-2.100","6.609","15.130","12.512","14.779","9.670","16.640","8.728","-17.442","-3.097","15.387","10.777","2.775","14.561","7.138","2.378","8.071","10.230","6.747","-17.132","8.531","16.647","10.834"
"IMF.RES:WEO(9.0.0)","ALB.LUR.A","OBS_VALUE","Albania","Unemployment rate","Annual","Units","12.900","12.300","14.900","17.700","18.400","16.800","16.440","15.751","15.000","14.400","14.100","13.800","13.400","13.100","13.800","14.000","14.000","13.400","15.900","17.500","17.100","15.200","13.700","12.300","11.470","11.675","11.500","10.800","9.500"
"IMF.RES:WEO(9.0.0)","BLR.LUR.A","OBS_VALUE","Belarus, Republic of","Unemployment rate","Annual","Units","7.703","8.774","7.600","7.174","6.947","6.961","7.096","7.471","7.931","7.347","6.570","6.295","5.962","5.844","5.808","5.738","5.588","5.536","5.436","5.417","5.821","5.920","5.684","4.825","4.191","4.082","3.893","3.580","3.455"
"IMF.RES:WEO(9.0.0)","ARM.NGSD_NGDP.A","OBS_VALUE","Armenia, Republic of","Gross national savings, Percent of GDP","Annual","Units","3.836","2.894","3.950","0.694","3.832","2.451","5.404","11.939","18.211","22.675","27.938","33.511","30.426","26.647","18.186","19.247","16.840","15.366","14.856","13.533","18.069","17.059","17.161","15.171","10.352","15.666","19.567","23.116","20.171"
"IMF.RES:WEO(9.0.0)","AZE.LUR.A","OBS_VALUE","Azerbaijan, Republic of","Unemployment rate","Annual","Units","","","","","","11.777","10.913","10.037","9.167","7.987","7.256","6.615","6.326","5.856","5.742","5.631","5.424","5.185","4.973","4.913","4.958","5.043","4.961","4.944","5.004","7.244","6.039","5.646","5.456"
"IMF.RES:WEO(9.0.0)","AZE.GGXWDG_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","19.209","16.721","11.443","14.291","25.414","13.133","12.954","11.885","10.659","9.710","6.855","5.297","4.003","3.221","4.726","4.981","4.967","5.831","6.179","8.533","17.980","20.608","22.509","18.685","17.656","21.327","26.349","17.324","21.807"
"IMF.RES:WEO(9.0.0)","BLR.GGXCNL_NGDP.A","OBS_VALUE","Belarus, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","-4.738","-7.807","-6.739","-7.063","-6.706","-7.705","-7.821","-10.906","-7.232","-4.187","-2.806","0.360","-0.982","0.092","-2.964","-1.659","-0.337","1.805","0.910","-2.870","-0.223","-1.976","0.758"
"IMF.RES:WEO(9.0.0)","AZE.GGR_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Revenue, General government, Percent of GDP","Annual","Units","17.572","17.586","17.587","20.353","18.472","18.384","38.549","42.532","23.267","25.997","25.239","25.962","28.405","48.633","40.363","45.789","44.594","40.342","39.423","39.117","33.866","34.255","34.229","38.612","41.475","33.716","36.373","32.140","40.648"
"IMF.RES:WEO(9.0.0)","AZE.NGSD_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Gross national savings, Percent of GDP","Annual","Units","6.881","0.440","12.684","6.213","9.416","16.223","19.552","19.652","23.413","25.389","38.681","44.281","44.611","49.450","39.805","44.138","46.265","43.758","42.217","40.476","27.492","22.075","27.348","30.560","27.373","22.024","31.527","38.152","27.783"
"IMF.RES:WEO(9.0.0)","ARM.NGDP_RPCH.A","OBS_VALUE","Armenia, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","8.197","5.881","3.244","7.277","3.385","5.567","9.600","14.753","14.041","10.354","13.805","13.198","13.749","6.948","-14.150","2.200","4.700","7.134","3.412","3.607","3.254","0.195","7.518","5.225","7.631","-7.105","5.770","12.569","8.347"
